player_id,player_name,position,age,club,season,goals_p90,xg_p90,assists_p90,xa_p90,shots_p90,key_passes_p90,pass_accuracy_pct,dribbles_p90,tackles_interceptions_p90,clearances_p90,progressive_passes_p90
573,Dominic Solanke,Forward,31,Tottenham,2024-2025,0.5,0.46,0.09,0.17,3.06,0.98,75.2,3.06,0.83,0.74,3.54
574,Wesley Fofana,Defender,28,Chelsea,2025-2026,0.13,0.15,0.15,0.11,0.67,0.69,83.4,0.91,4.41,3.64,5.24
575,Justin Kluivert,Midfielder,28,Bournemouth,2024-2025,0.34,0.32,0.18,0.27,,2.66,91.0,1.82,3.07,1.24,9.43
576,Son Heung-min,Forward,34,Tottenham,2024-2025,0.66,0.57,0.3,0.14,2.67,1.94,71.5,1.56,1.23,1.0,3.6
577,Conor Gallagher,Midfielder,25,Chelsea,2021-2022,0.11,0.15,0.42,0.19,,1.99,81.9,1.21,1.82,1.22,6.11
578,Victor Lindelöf,Defender,30,Man United,2021-2022,0.02,0.0,0.13,0.11,0.52,0.72,86.6,0.05,3.67,5.45,2.74
579,Allan Saint-Maximin,Winger,30,Newcastle,2024-2025,0.64,0.55,0.27,0.18,2.21,1.96,87.4,4.59,1.29,0.36,2.58
580,Thomas Partey,Midfielder,35,Arsenal,2025-2026,0.29,0.34,0.3,0.22,0.97,2.71,82.2,2.63,3.3,1.21,8.29
581,Aaron Wan-Bissaka,Defender,30,West Ham,2024-2025,0.12,0.14,0.16,0.13,0.25,0.32,85.9,0.62,5.11,4.8,6.42
582,Micky van de Ven,Defender,24,Tottenham,2023-2024,0.11,0.08,0.05,0.02,0.28,0.65,96.0,0.78,2.35,3.77,3.55
583,Craig Dawson,Defender,36,Wolves,2023-2024,,0.11,0.04,0.08,0.1,0.54,87.5,0.28,4.14,6.72,2.16
584,Vitaliy Mykolenko,Defender,28,Everton,2023-2024,0.11,0.05,0.14,0.0,0.48,1.0,92.6,0.58,5.4,4.07,2.5
585,Reiss Nelson,Winger,26,Arsenal,2022-2023,0.32,0.47,0.17,0.34,2.83,1.39,81.2,3.24,0.91,0.39,6.89
586,Marc Cucurella,Defender,25,Chelsea,2021-2022,0.08,0.04,0.14,0.13,1.38,0.9,85.6,0.67,3.85,4.91,4.09
587,Diego Costa,Forward,38,Wolves,2025-2026,0.7,0.09,0.0,0.12,2.54,2.02,83.3,1.85,0.34,0.68,4.38
588,Andy Robertson,Defender,31,Liverpool,2021-2022,0.06,0.02,0.0,0.0,0.12,0.79,86.5,0.05,5.1,3.92,4.71
589,Alex Scott,Midfielder,25,Bournemouth,2025-2026,0.33,0.25,0.37,0.18,1.95,2.48,87.4,1.83,3.18,1.83,6.88
590,Yankuba Minteh,Winger,21,Brighton,2022-2023,0.6,0.36,0.29,0.24,2.17,2.28,75.1,1.7,1.4,0.57,6.21
591,Diogo Jota,Winger,29,Liverpool,2022-2023,0.44,0.35,0.13,0.32,1.98,1.03,86.8,3.21,1.91,0.38,5.22
592,Ollie Watkins,Forward,30,Aston Villa,2022-2023,0.96,0.59,0.34,0.2,2.59,0.98,82.3,1.69,1.21,0.56,4.96
593,Christian Pulisic,Winger,27,Chelsea,2023-2024,0.37,0.53,0.27,0.11,2.41,2.02,80.3,2.62,1.37,0.27,7.03
594,Harvey Barnes,Winger,25,Newcastle,2021-2022,0.56,0.31,0.27,0.21,2.68,1.98,85.0,3.3,1.28,0.49,4.91
595,Ethan Ampadu,Midfielder,25,Leeds United,2022-2023,0.15,0.19,0.4,0.29,0.66,2.93,82.9,1.77,2.15,1.3,10.7
596,Kaoru Mitoma,Winger,27,Brighton,2022-2023,0.24,0.2,0.16,0.39,3.29,1.81,81.5,1.73,1.44,0.87,6.6
597,Jørgen Strand Larsen,Forward,26,Wolves,2023-2024,0.49,0.58,0.31,0.28,3.61,2.01,84.9,2.39,0.79,0.41,3.51
598,Kai Havertz,Forward,27,Chelsea,2022-2023,0.82,0.61,0.16,0.2,4.37,1.85,70.0,0.9,1.9,0.37,2.23
599,Jacob Murphy,Winger,32,Newcastle,2023-2024,0.32,0.3,0.28,0.17,2.31,1.54,82.9,1.74,1.53,0.34,7.62
600,Morgan Gibbs-White,Midfielder,26,Nottingham Forest,2025-2026,0.39,0.21,0.02,0.18,1.31,2.07,89.2,1.45,2.62,2.36,7.48
601,Kieran Tierney,Defender,27,Arsenal,2021-2022,0.16,0.05,0.04,0.06,1.01,0.47,80.0,0.43,3.25,4.65,6.77
602,Idrissa Gueye,Midfielder,35,Everton,2023-2024,0.18,0.26,0.2,0.48,1.19,2.74,95.7,0.35,4.38,0.11,5.89
603,Manuel Akanji,Defender,32,Man City,2024-2025,0.18,0.03,0.25,0.08,0.89,0.74,,0.54,3.28,4.77,8.04
604,Thomas Partey,Midfielder,34,Arsenal,2024-2025,0.3,0.23,0.18,0.18,,2.27,78.5,1.47,1.84,1.28,9.94
605,Jørgen Strand Larsen,Forward,28,Wolves,2025-2026,0.85,0.29,0.38,0.24,2.79,0.86,76.0,1.27,0.62,0.75,1.22
606,Yves Bissouma,Midfielder,29,Tottenham,2022-2023,0.16,0.15,0.31,0.35,1.77,2.24,90.0,1.49,2.51,0.91,5.45
607,Evan Ferguson,Forward,24,Brighton,2025-2026,0.66,0.54,0.1,0.12,3.14,1.0,76.8,2.01,1.03,0.98,5.22
608,Fabian Schär,Defender,36,Newcastle,2024-2025,0.16,0.11,0.1,0.02,0.21,1.07,76.9,0.94,3.44,6.26,6.59
609,Crysencio Summerville,Winger,27,West Ham,2025-2026,0.5,0.6,0.31,0.24,2.5,2.58,83.2,4.11,,0.51,8.13
610,Enzo Fernández,Midfielder,26,Chelsea,2024-2025,0.26,0.31,0.34,0.3,1.13,4.13,96.0,2.01,2.09,1.75,10.5
611,Lucas Moura,Winger,34,Tottenham,2023-2024,0.48,0.32,0.13,0.42,3.25,2.16,86.2,3.81,1.18,,5.22
612,Mohamed Salah,Forward,36,Liverpool,2025-2026,0.62,,0.15,0.24,3.48,0.89,81.8,1.59,1.1,0.8,4.29
613,Wilfried Zaha,Winger,35,Crystal Palace,2024-2025,0.12,0.38,0.28,0.27,3.28,1.85,81.1,2.95,1.2,0.75,3.98
614,Eric Dier,Defender,30,Tottenham,2022-2023,0.1,0.03,0.08,0.09,0.61,0.13,82.4,0.74,4.8,4.0,6.69
615,Alexander Isak,Forward,29,Newcastle,2025-2026,0.31,0.67,0.38,0.1,3.36,0.94,74.5,1.62,1.58,0.31,4.41
616,Rodrigo Bentancur,Midfielder,30,Tottenham,2023-2024,0.2,0.2,0.18,0.31,1.04,2.26,83.9,0.77,3.6,2.13,
617,James Ward-Prowse,Midfielder,33,West Ham,2024-2025,0.24,0.17,0.15,0.11,1.41,0.88,88.0,1.39,1.81,0.1,6.63
618,Tomáš Souček,Midfielder,29,West Ham,2021-2022,0.2,0.22,0.28,0.11,1.62,3.24,83.6,1.52,2.81,0.81,8.67
619,Noni Madueke,Winger,23,Chelsea,2022-2023,0.38,0.43,0.18,0.25,2.39,2.04,81.1,3.08,1.08,0.32,
620,Timo Werner,Winger,33,Tottenham,2025-2026,0.36,0.53,,0.45,1.24,1.56,83.4,4.0,1.44,0.42,2.72
621,Aleksandar Mitrović,Forward,33,Fulham,2024-2025,0.36,0.41,0.31,0.14,2.27,0.81,68.5,2.24,0.1,0.08,3.1
622,Maxime Estève,Defender,24,Burnley,2023-2024,0.14,0.1,0.04,0.0,0.54,1.16,72.1,0.0,4.94,5.49,7.8
623,Mason Mount,Midfielder,27,Chelsea,2022-2023,0.34,0.14,0.35,0.28,1.32,3.88,86.8,2.16,2.97,1.82,8.22
624,Jordan Henderson,Midfielder,37,Liverpool,2024-2025,0.18,0.24,0.32,0.22,1.66,2.5,94.6,1.23,2.28,1.57,7.95
625,Sergio Agüero,Forward,37,Man City,2022-2023,0.64,0.36,0.35,0.16,4.43,1.0,83.8,1.44,0.1,1.03,2.3
626,Dominik Szoboszlai,Midfielder,26,Liverpool,2023-2024,0.28,0.18,0.14,0.16,1.88,1.74,84.7,2.5,4.22,1.58,7.86
627,Kevin De Bruyne,Midfielder,37,Man City,2025-2026,0.25,0.24,0.28,0.21,1.48,1.71,87.1,2.11,3.93,0.71,7.92
628,Elliot Anderson,Midfielder,23,Nottingham Forest,2023-2024,0.39,0.17,0.36,0.36,2.45,3.42,93.5,1.91,1.9,2.1,6.13
629,Douglas Luiz,Midfielder,27,Aston Villa,2022-2023,0.18,0.18,0.37,0.14,1.37,3.8,79.3,1.67,1.61,1.62,6.01
630,Joe Gomez,Defender,30,Liverpool,2024-2025,,0.1,0.04,0.01,0.66,0.9,91.6,0.59,4.19,5.98,6.49
631,Dominik Szoboszlai,Midfielder,25,Liverpool,2022-2023,,0.14,0.17,0.55,1.16,2.99,87.7,1.95,2.97,0.9,8.02
632,Jarrad Branthwaite,Defender,23,Everton,2023-2024,0.1,0.11,0.03,0.08,0.52,0.86,81.8,0.74,3.42,3.34,4.28
633,Josh Cullen,Midfielder,30,Burnley,2023-2024,0.2,0.22,0.21,0.05,1.71,1.07,87.2,2.3,2.91,1.29,4.72
634,Gabriel Martinelli,Forward,23,Arsenal,2022-2023,0.9,0.45,0.0,0.17,3.75,1.49,71.7,4.0,0.97,0.93,4.72
635,Ollie Watkins,Forward,33,Aston Villa,2025-2026,0.83,0.11,0.35,0.25,3.49,2.21,78.7,1.3,1.18,0.13,3.37
636,Lucas Moura,Winger,36,Tottenham,2025-2026,0.24,0.33,0.47,0.34,3.2,1.07,81.6,4.72,0.73,0.6,5.57
637,Joelinton,Midfielder,30,Newcastle,2023-2024,0.3,0.17,0.12,0.31,2.77,2.36,87.1,1.9,2.0,1.23,8.56
638,Sven Botman,Defender,26,Newcastle,2023-2024,0.18,0.03,0.04,0.16,0.08,0.96,83.9,0.26,3.74,5.08,7.27
639,Nathan Aké,Defender,31,Man City,2024-2025,0.24,0.14,0.17,0.0,0.24,0.53,75.2,1.0,3.13,4.08,5.32
640,Danny Welbeck,Forward,37,Brighton,2024-2025,0.88,0.6,0.1,0.09,2.34,1.2,80.9,1.49,0.67,0.97,3.76
641,Bruno Guimarães,Midfielder,31,Newcastle,2025-2026,0.36,0.21,0.22,0.26,1.87,3.27,86.5,1.89,2.32,1.85,11.77
642,Michael Olise,Winger,27,Crystal Palace,2025-2026,0.55,0.46,0.35,0.28,3.63,3.54,89.5,3.74,1.54,1.52,4.81
643,Takumi Minamino,Winger,33,Liverpool,2025-2026,0.51,0.25,0.06,0.29,1.98,1.93,82.1,3.2,0.66,0.95,4.8
644,Sean Longstaff,Midfielder,30,Newcastle,2024-2025,0.26,0.13,0.29,0.15,0.68,1.89,85.4,2.5,3.09,1.03,6.49
645,Boubacar Kamara,Midfielder,29,Aston Villa,2025-2026,0.16,0.18,0.15,0.29,1.03,3.5,82.5,2.05,0.8,0.1,8.62
646,Ryan Christie,Midfielder,33,Bournemouth,2025-2026,0.21,0.23,0.21,0.21,1.33,2.25,93.2,1.24,2.85,1.54,6.89
647,Wilson Odobert,Winger,24,Tottenham,2025-2026,0.42,0.3,0.21,0.25,0.59,1.89,83.6,4.46,0.2,0.69,5.79
648,Oleksandr Zinchenko,Defender,31,Arsenal,2024-2025,0.16,0.08,0.16,0.08,0.76,0.7,84.0,0.89,5.4,5.57,7.68
649,Pape Matar Sarr,Midfielder,23,Tottenham,2024-2025,0.34,0.24,0.16,0.23,1.71,3.04,85.2,2.27,2.95,1.26,9.62
650,Kyle Walker,Defender,34,Man City,2021-2022,0.1,0.08,0.0,0.14,0.1,1.06,89.6,0.22,3.79,3.17,4.2
651,William Saliba,Defender,24,Arsenal,2022-2023,0.12,0.1,0.11,0.06,0.87,1.41,83.1,0.66,4.01,3.81,3.87
652,Carlos Baleba,Midfielder,20,Brighton,2021-2022,0.14,0.12,,0.31,2.51,2.01,80.5,1.55,4.86,0.8,10.45
653,Micky van de Ven,Defender,26,Tottenham,2024-2025,0.12,0.14,0.13,0.07,0.8,1.29,80.2,0.16,5.33,4.82,3.97
654,James Maddison,Midfielder,28,Leicester,2021-2022,0.18,0.07,0.19,0.29,1.21,3.61,84.4,1.73,3.55,0.49,4.33
655,Leandro Trossard,Winger,33,Arsenal,2024-2025,0.28,0.28,0.32,0.14,1.93,1.28,85.4,4.1,0.84,0.97,3.94
656,Mohamed Salah,Forward,30,Liverpool,2022-2023,0.64,0.36,0.0,0.05,2.69,1.69,78.8,0.71,1.08,1.23,3.03
657,Savinho,Winger,24,Man City,2025-2026,0.63,0.32,0.56,0.17,1.77,1.1,84.5,3.74,1.63,0.52,
658,Moussa Diaby,Winger,28,Aston Villa,2025-2026,0.73,0.46,0.41,0.3,2.07,1.39,85.1,3.85,1.16,1.11,5.91
659,Emile Smith Rowe,Winger,28,Arsenal,2025-2026,0.35,0.43,0.35,0.26,1.89,1.13,87.4,3.7,1.56,0.49,5.88
660,Steven Bergwijn,Winger,31,Tottenham,2025-2026,0.35,0.4,0.35,0.36,1.83,1.84,85.9,4.6,0.89,0.89,5.27
661,Cody Gakpo,Winger,25,Liverpool,2021-2022,0.22,0.3,0.19,0.2,1.42,1.45,73.9,2.32,1.73,0.32,8.95
662,Tomáš Souček,Midfielder,33,West Ham,2024-2025,0.22,0.19,0.22,0.37,1.95,2.52,85.2,1.15,3.24,1.88,6.61
663,Jamie Vardy,Forward,37,Leicester,2022-2023,0.78,0.69,0.17,0.06,2.35,0.99,83.9,2.94,1.43,0.68,3.36
664,Crysencio Summerville,Winger,26,West Ham,2024-2025,0.4,0.29,0.27,0.27,4.17,2.44,81.9,4.01,1.14,0.31,4.01
665,Jacob Ramsey,Midfielder,25,Aston Villa,2023-2024,0.18,0.12,0.0,0.3,1.7,2.33,95.7,2.33,3.3,0.85,7.71
666,Alex Scott,Midfielder,24,Bournemouth,2024-2025,0.36,0.14,0.4,0.2,1.67,2.99,88.9,1.12,3.63,0.92,6.95
667,Gabriel Martinelli,Forward,27,Arsenal,2025-2026,0.61,0.48,0.24,0.07,3.27,1.39,86.4,2.17,0.81,0.91,3.89
668,Riyad Mahrez,Winger,34,Man City,2022-2023,0.38,0.29,0.28,0.22,2.15,2.54,86.0,2.55,1.05,0.29,5.21
669,Odsonne Édouard,Forward,29,Crystal Palace,2023-2024,0.51,0.96,0.07,0.23,3.71,1.67,85.1,1.88,0.89,0.39,2.92
670,Eric Dier,Defender,32,Tottenham,2023-2024,0.1,0.02,0.13,0.02,0.38,0.39,83.5,0.45,5.51,5.14,5.04
671,Aleksandar Mitrović,Forward,34,Fulham,2025-2026,1.07,0.76,0.1,0.16,3.97,1.01,88.5,1.85,1.0,0.94,6.08
672,Youri Tielemans,Midfielder,27,Leicester,2022-2023,0.16,0.13,0.18,0.25,1.44,0.58,83.2,2.09,2.4,0.51,7.99
673,Oliver Skipp,Midfielder,24,Tottenham,2021-2022,0.18,0.14,0.29,0.37,1.63,2.23,89.9,2.31,1.82,1.5,8.76
674,Lyle Foster,Forward,27,Burnley,2025-2026,0.46,0.55,0.24,0.23,3.32,0.35,80.1,2.02,0.94,1.24,4.67
675,Rodri,Midfielder,32,Man City,2025-2026,0.29,0.19,0.33,0.26,2.2,3.35,93.9,1.21,3.88,1.22,8.99
676,Jacob Ramsey,Midfielder,26,Aston Villa,2024-2025,0.22,0.3,0.37,0.22,2.19,2.45,87.7,2.26,2.03,0.25,4.37
677,Abdoulaye Doucouré,Midfielder,35,Everton,2024-2025,0.3,0.16,0.22,0.24,0.59,3.6,84.3,2.09,,1.62,6.8
678,Joel Matip,Defender,32,Liverpool,2021-2022,0.07,0.05,0.07,0.06,0.04,0.51,84.5,0.66,3.17,6.02,3.29
679,Leon Bailey,Winger,29,Aston Villa,2024-2025,0.62,0.31,0.3,0.25,1.56,2.6,84.1,1.78,0.68,0.82,4.14
680,Matthijs de Ligt,Defender,28,Man United,2023-2024,0.24,0.13,0.1,0.04,1.0,0.06,82.3,1.03,3.58,4.63,4.89
681,N'Golo Kanté,Midfielder,36,Chelsea,2024-2025,0.18,0.25,0.35,0.13,1.39,2.43,87.6,1.57,3.63,1.72,9.85
682,Beto,Forward,27,Everton,2021-2022,0.28,0.77,0.04,0.12,3.32,1.92,70.8,2.61,0.9,0.31,4.05
683,Leon Bailey,Winger,27,Aston Villa,2021-2022,0.08,0.12,0.37,0.28,2.27,2.01,81.6,2.71,0.81,0.66,3.53
684,Kyle Walker,Defender,35,Man City,2022-2023,0.08,0.1,0.12,0.09,0.1,0.51,82.6,0.16,4.69,5.57,3.09
685,Maxime Estève,Defender,22,Burnley,2021-2022,0.07,0.02,0.11,0.05,0.6,0.89,84.0,0.45,4.09,4.39,3.98
686,Jérémy Doku,Winger,22,Man City,2021-2022,0.27,0.11,0.19,0.15,3.63,2.56,85.7,3.85,0.64,0.44,5.73
687,Chris Wood,Forward,37,Nottingham Forest,2025-2026,0.54,0.67,0.05,0.08,3.62,0.73,78.6,2.05,1.41,0.43,3.97
688,Bukayo Saka,Winger,24,Arsenal,2022-2023,0.44,0.18,0.13,0.16,2.15,2.57,82.2,1.82,1.19,0.69,5.03
689,Harvey Elliott,Winger,24,Liverpool,2024-2025,0.34,0.47,0.31,0.17,0.98,2.83,85.1,3.06,1.07,0.78,8.0
690,N'Golo Kanté,Midfielder,35,Chelsea,2023-2024,0.26,0.16,0.23,0.24,2.0,,86.5,0.96,3.82,1.4,7.48
691,Pierre-Emile Højbjerg,Midfielder,30,Tottenham,2022-2023,0.14,0.06,0.05,0.27,0.36,2.81,83.6,1.74,2.7,1.18,7.15
692,Kai Havertz,Forward,27,Arsenal,2023-2024,0.63,0.45,0.07,0.2,3.01,1.02,69.5,2.55,0.83,0.26,2.77
693,Leandro Trossard,Winger,35,Arsenal,2025-2026,0.63,0.41,0.43,0.07,4.26,2.34,85.4,2.42,0.38,0.82,3.72
694,Harvey Elliott,Winger,23,Liverpool,2023-2024,0.5,0.24,0.15,0.24,2.0,0.98,77.1,1.46,1.28,0.58,4.66
695,Brennan Johnson,Winger,27,Tottenham,2024-2025,0.78,0.58,0.14,0.28,1.34,3.49,82.0,3.48,1.32,0.11,5.67
696,Eberechi Eze,Winger,29,Crystal Palace,2024-2025,0.34,0.36,0.34,0.19,2.51,,76.5,3.52,1.41,0.73,7.32
697,Wout Weghorst,Forward,34,Man United,2021-2022,0.78,0.21,0.13,0.26,2.56,1.42,81.9,1.15,0.88,0.0,2.27
698,Matheus Cunha,Forward,25,Wolves,2021-2022,0.58,0.54,0.37,0.24,2.68,0.75,80.5,0.88,1.63,1.17,2.94
699,Phil Foden,Winger,26,Man City,2023-2024,0.18,0.31,0.24,0.29,1.08,1.84,75.9,2.85,1.4,0.6,7.07
700,Anthony Gordon,Winger,26,Newcastle,2025-2026,0.17,0.46,0.41,0.24,2.34,1.56,87.1,2.66,1.45,0.26,5.34
701,Sven Botman,Defender,24,Newcastle,2021-2022,0.06,0.01,0.1,0.01,0.96,0.54,,0.7,3.94,5.2,3.84
702,Dango Ouattara,Winger,26,Bournemouth,2025-2026,0.64,0.48,0.55,0.32,2.45,1.64,82.9,3.14,2.4,0.31,7.2
703,Rúben Dias,Defender,30,Man City,2024-2025,0.16,0.1,0.02,0.05,0.1,0.7,87.4,0.54,5.41,5.47,6.24
704,Marc Guéhi,Defender,24,Crystal Palace,2021-2022,0.09,0.06,0.06,0.03,0.63,0.32,69.4,0.75,5.1,1.66,3.09
705,Divin Mubama,Forward,20,Man City,2021-2022,0.41,0.44,0.13,0.11,3.96,1.38,74.5,2.43,1.02,1.03,4.26
706,Pascal Groß,Midfielder,32,Brighton,2021-2022,0.12,0.19,0.26,0.43,1.6,2.53,84.8,1.68,2.68,1.55,9.22
707,Eddie Nketiah,Forward,25,Arsenal,2021-2022,0.73,0.71,0.18,0.21,2.92,1.36,77.4,1.87,1.14,0.37,6.01
708,Phil Foden,Winger,26,Man City,2024-2025,0.58,0.48,0.21,0.36,3.25,2.26,78.5,3.84,1.87,0.16,10.19
709,Curtis Jones,Midfielder,25,Liverpool,2023-2024,,0.1,0.16,0.28,1.28,2.21,89.7,,3.53,0.25,7.49
710,Dejan Kulusevski,Winger,25,Tottenham,2022-2023,0.22,0.34,0.36,0.22,2.69,1.96,78.4,3.71,1.31,1.1,4.14
711,Lewis Dunk,Defender,33,Brighton,2022-2023,0.1,0.06,0.04,0.04,0.19,0.25,82.8,0.39,3.5,2.5,5.96
712,Hélder Costa,Winger,31,Leeds United,2021-2022,0.13,0.33,0.35,0.32,3.16,2.5,82.1,3.14,0.37,0.73,5.31
713,Thiago Alcântara,Midfielder,33,Liverpool,2023-2024,0.45,0.28,0.32,0.25,1.85,3.11,91.2,1.29,3.44,1.59,7.18
714,James Maddison,Midfielder,30,Leicester,2022-2023,0.28,0.14,0.11,0.27,1.21,2.28,83.8,1.63,3.84,1.33,6.69
715,Eberechi Eze,Midfielder,30,Crystal Palace,2025-2026,0.38,0.25,0.2,0.19,0.61,2.76,93.8,2.38,2.11,1.13,11.0
716,Ivan Toney,Forward,30,Brentford,2022-2023,0.84,,0.35,0.13,4.61,1.79,,2.29,0.88,0.7,5.61
717,Jean-Philippe Mateta,Forward,29,Crystal Palace,2023-2024,0.47,0.65,0.18,0.22,3.73,1.46,84.0,1.94,0.47,0.74,4.86
718,Joško Gvardiol,Defender,24,Man City,2023-2024,0.16,0.06,0.03,0.1,0.83,0.05,81.4,0.33,2.83,4.15,5.1
719,Mario Lemina,Midfielder,35,Wolves,2025-2026,0.25,0.22,0.4,0.3,1.56,1.67,85.4,3.08,3.12,0.82,8.8
720,Daniel James,Winger,28,Leeds United,2022-2023,0.14,0.24,0.4,0.39,0.9,2.35,88.2,2.5,1.24,0.0,4.2
721,Harvey Elliott,Winger,22,Liverpool,2022-2023,0.42,0.38,0.17,0.33,1.62,1.87,90.3,1.94,1.86,0.59,2.9
722,Boubacar Kamara,Midfielder,26,Aston Villa,2022-2023,0.15,0.08,0.22,0.26,1.4,2.72,87.5,1.45,3.05,0.7,3.87
723,Carlos Baleba,Midfielder,23,Brighton,2024-2025,0.14,0.15,0.37,0.27,1.22,2.14,83.2,1.78,2.36,0.43,6.32
724,Rodri,Midfielder,30,Man City,2023-2024,0.15,0.13,0.23,0.27,1.95,2.49,88.4,2.18,3.61,0.64,7.09
725,João Gomes,Midfielder,28,Wolves,2025-2026,0.33,0.21,0.4,0.21,1.74,2.32,87.5,1.47,2.51,0.72,8.98
726,Ben White,Defender,31,Arsenal,2023-2024,0.11,0.09,0.05,0.1,0.39,0.48,70.7,0.78,3.6,7.94,7.67
727,James Milner,Midfielder,38,Brighton,2021-2022,0.26,0.13,0.32,0.21,2.12,1.93,93.2,1.58,1.66,1.26,6.27
728,Simon Adingra,Winger,24,Brighton,2024-2025,0.32,0.39,0.4,0.22,1.84,1.87,78.3,3.92,2.17,0.19,5.13
729,Sadio Mané,Winger,35,Liverpool,2023-2024,0.42,0.21,0.41,0.23,2.85,2.79,82.5,1.72,0.95,0.42,6.61
730,Casemiro,Midfielder,32,Man United,2021-2022,0.13,0.14,0.28,0.16,1.9,2.28,83.0,1.92,2.08,1.21,7.48
731,James Maddison,Midfielder,32,Tottenham,2025-2026,0.22,0.16,0.16,0.15,1.18,2.46,90.0,2.46,3.92,1.38,8.97
732,Ben White,Defender,29,Arsenal,2024-2025,0.16,0.13,0.03,0.08,0.39,0.56,85.2,0.42,5.93,4.78,2.73
733,Enzo Fernández,Midfielder,23,Chelsea,2021-2022,0.09,0.03,0.41,0.19,1.27,3.33,88.2,1.87,4.53,0.88,9.17
734,Kalidou Koulibaly,Defender,35,Chelsea,2022-2023,0.1,0.09,0.05,0.09,0.08,0.58,80.6,0.86,3.14,5.48,2.43
735,Ollie Watkins,Forward,29,Aston Villa,2021-2022,0.57,0.27,0.22,0.11,2.94,0.9,87.3,1.79,0.48,1.03,2.03
736,Harry Kane,Forward,34,Tottenham,2024-2025,0.78,0.31,0.43,0.24,4.3,1.54,81.3,1.33,1.1,1.1,2.65
737,Marcus Rashford,Forward,30,Man United,2023-2024,0.4,0.25,0.14,0.17,1.98,1.8,72.4,1.59,0.68,0.0,3.53
738,Allan Saint-Maximin,Winger,29,Newcastle,2023-2024,0.51,0.33,0.1,0.12,1.66,1.29,81.2,2.97,1.9,0.44,4.32
739,Lewis Hall,Defender,22,Newcastle,2023-2024,0.05,0.06,0.19,0.05,0.93,0.95,90.6,1.23,6.23,4.88,4.07
740,Son Heung-min,Forward,31,Tottenham,2021-2022,0.85,0.46,0.3,0.03,2.66,1.2,78.2,1.48,,0.27,3.33
741,Ryan Christie,Midfielder,32,Bournemouth,2023-2024,0.19,0.22,0.15,0.27,1.45,1.96,86.9,1.61,1.93,0.95,8.57
742,Kieran Trippier,Defender,38,Newcastle,2024-2025,0.26,0.14,0.07,0.0,0.48,0.14,86.2,0.67,3.07,5.5,6.35
743,Gabriel Magalhães,Defender,28,Arsenal,2023-2024,0.08,0.07,0.06,0.04,1.11,1.02,76.6,1.0,5.28,4.53,5.42
744,Rúben Dias,Defender,27,Man City,2022-2023,0.06,0.08,0.09,0.06,0.63,0.19,92.1,0.72,4.69,5.1,3.81
745,Leandro Trossard,Winger,30,Arsenal,2021-2022,0.14,0.15,0.41,0.26,2.88,2.02,80.1,4.04,0.94,0.63,4.31
746,Kevin De Bruyne,Midfielder,34,Man City,2022-2023,0.12,0.22,0.15,0.14,0.31,1.13,91.6,1.42,2.63,1.58,12.79
747,Bruno Fernandes,Midfielder,33,Man United,2024-2025,0.18,0.17,0.28,0.2,0.79,1.9,84.9,1.91,2.59,0.9,7.21
748,Ollie Watkins,Forward,31,Aston Villa,2023-2024,0.71,0.28,0.15,0.15,3.01,1.51,82.9,1.37,0.58,0.7,3.58
749,Rodrigo Bentancur,Midfielder,28,Tottenham,2022-2023,0.06,0.15,0.35,0.25,1.08,2.74,87.1,0.89,4.49,0.62,11.18
750,Joelinton,Midfielder,29,Newcastle,2022-2023,0.22,0.07,0.11,0.13,1.33,1.43,84.8,1.57,2.73,0.49,4.13
751,Odsonne Édouard,Forward,31,Crystal Palace,2025-2026,0.46,0.54,0.03,0.24,3.75,1.05,79.7,3.31,0.81,0.31,3.57
752,Diogo Dalot,Defender,30,Man United,2025-2026,0.18,0.2,0.16,0.04,0.71,0.37,83.3,1.25,4.13,3.68,3.72
753,Reiss Nelson,Winger,28,Arsenal,2024-2025,0.5,0.46,0.31,0.17,2.2,2.22,83.7,3.77,1.14,0.96,8.39
754,Haji Wright,Forward,31,Leeds United,2025-2026,0.55,0.49,0.25,0.13,4.0,1.53,78.0,2.68,0.86,0.89,4.45
755,Bernardo Silva,Winger,33,Man City,2024-2025,0.52,0.47,0.45,0.34,2.15,3.03,77.8,3.14,1.25,0.49,6.57
756,Joel Piroe,Forward,26,Leeds United,2022-2023,0.62,0.72,0.13,0.27,1.25,2.03,76.6,2.45,0.4,0.95,5.03
757,Dejan Kulusevski,Winger,27,Tottenham,2024-2025,0.3,0.23,0.3,0.26,2.65,1.84,74.8,3.65,0.4,0.0,5.72
758,Anthony Gordon,Winger,27,Newcastle,2024-2025,0.5,0.43,0.43,0.16,2.7,1.28,73.9,3.2,0.9,0.71,5.6
759,Matthijs de Ligt,Defender,29,Man United,2025-2026,0.22,0.25,0.06,0.07,0.1,0.61,84.5,0.52,4.15,4.33,3.29
760,Manuel Akanji,Defender,30,Man City,2022-2023,0.08,0.1,0.0,0.13,0.64,0.6,87.2,0.77,2.64,,4.67
761,Jack Grealish,Winger,33,Man City,2025-2026,0.35,0.33,0.27,0.26,1.78,2.03,89.1,2.57,1.24,0.95,6.61
762,Riyad Mahrez,Winger,34,Man City,2023-2024,0.4,0.57,0.41,0.2,2.5,2.37,83.4,3.35,2.07,0.46,6.7
